,Pct Happy,Pct Happy Group A,Pct Happy Group B,Avg pct similar neighbors,Avg pct similar neighbors (A),Avg pct similar neighbors (B),Avg pct similar neighbors (count empty),Avg pct similar neighbors (A) (count empty),Avg pct similar neighbors (B) (count empty),Num Agents,Num Agents (A),Num Agents (B),Pct group B,Intolerance
273,99.1,100.0,96.6,66.4,76.7,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
274,99.1,100.0,96.6,66.3,76.7,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
275,99.1,100.0,96.6,66.4,76.7,39.5,58.1,64.8,38.2,350,262,88,0.25,0.25
276,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
277,99.1,100.0,96.6,66.3,76.7,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
278,99.1,100.0,96.6,66.4,76.7,39.8,58.2,64.8,38.8,350,262,88,0.25,0.25
279,99.1,100.0,96.6,66.4,76.8,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
280,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
281,99.1,100.0,96.6,66.3,76.6,39.7,58.2,64.8,38.6,350,262,88,0.25,0.25
282,99.1,100.0,96.6,66.3,76.6,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
283,99.1,100.0,96.6,66.4,76.7,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
284,99.1,100.0,96.6,66.3,76.6,39.5,58.1,64.8,38.1,350,262,88,0.25,0.25
285,99.1,100.0,96.6,66.2,76.5,39.4,58.1,64.8,38.2,350,262,88,0.25,0.25
286,99.1,100.0,96.6,66.3,76.6,39.5,58.1,64.8,38.4,350,262,88,0.25,0.25
287,99.1,100.0,96.6,66.3,76.6,39.9,58.2,64.8,38.8,350,262,88,0.25,0.25
288,99.1,100.0,96.6,66.3,76.6,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
289,99.1,100.0,96.6,66.3,76.6,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
290,99.1,100.0,96.6,66.2,76.5,39.6,58.2,64.8,38.5,350,262,88,0.25,0.25
291,99.1,100.0,96.6,66.5,76.8,39.9,58.2,64.8,38.8,350,262,88,0.25,0.25
292,99.1,100.0,96.6,66.3,76.6,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
293,99.1,100.0,96.6,66.4,76.7,39.6,58.1,64.8,38.4,350,262,88,0.25,0.25
294,99.1,100.0,96.6,66.5,76.9,39.5,58.1,64.8,38.2,350,262,88,0.25,0.25
295,99.1,100.0,96.6,66.6,77.0,39.7,58.2,64.8,38.6,350,262,88,0.25,0.25
296,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
297,99.1,100.0,96.6,66.3,76.6,39.4,58.1,64.8,38.1,350,262,88,0.25,0.25
298,99.4,100.0,97.7,66.4,76.8,39.5,58.2,64.8,38.5,350,262,88,0.25,0.25
299,99.1,100.0,96.6,66.5,76.8,39.7,58.2,64.8,38.5,350,262,88,0.25,0.25
300,99.1,100.0,96.6,66.5,76.7,40.0,58.2,64.8,38.8,350,262,88,0.25,0.25
