,Pct Happy,Pct Happy Group A,Pct Happy Group B,Avg pct similar neighbors,Avg pct similar neighbors (A),Avg pct similar neighbors (B),Avg pct similar neighbors (count empty),Avg pct similar neighbors (A) (count empty),Avg pct similar neighbors (B) (count empty),Num Agents,Num Agents (A),Num Agents (B),Pct group B,Intolerance
254,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
255,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
256,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
257,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
258,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
259,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
260,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
261,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
262,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
263,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
264,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
265,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
266,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
267,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
268,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
269,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
270,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
271,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
272,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
273,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
274,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
275,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
276,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
277,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
278,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
279,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
280,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
281,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
282,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
283,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
284,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
285,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
286,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
287,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
288,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
289,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
290,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
291,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
292,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
293,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
294,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
295,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
296,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
297,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
298,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
299,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
300,100.0,100.0,100.0,67.5,77.5,41.5,59.4,65.7,40.3,350,262,88,0.25,0.25
