grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,Run,Grass Growth,Sheep,Wolves,height,width,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,grass
30,4,26,341,398,0,18,20,20,100,50,0.04,0.05,True
30,4,26,342,380,2,19,20,20,100,50,0.04,0.05,True
30,4,26,343,379,2,22,20,20,100,50,0.04,0.05,True
30,4,26,344,381,1,14,20,20,100,50,0.04,0.05,True
30,4,26,345,400,0,36,20,20,100,50,0.04,0.05,True
30,4,26,346,390,0,26,20,20,100,50,0.04,0.05,True
30,4,26,347,395,0,43,20,20,100,50,0.04,0.05,True
30,4,26,348,389,0,27,20,20,100,50,0.04,0.05,True
30,4,26,349,378,2,23,20,20,100,50,0.04,0.05,True
30,5,18,350,360,1,15,20,20,100,50,0.04,0.05,True
30,5,18,351,394,0,10,20,20,100,50,0.04,0.05,True
30,5,18,352,338,8,8,20,20,100,50,0.04,0.05,True
30,5,18,353,346,3,17,20,20,100,50,0.04,0.05,True
30,5,18,354,372,1,9,20,20,100,50,0.04,0.05,True
30,5,18,355,395,0,11,20,20,100,50,0.04,0.05,True
30,5,18,356,386,0,6,20,20,100,50,0.04,0.05,True
30,5,18,357,358,5,5,20,20,100,50,0.04,0.05,True
30,5,18,358,377,1,11,20,20,100,50,0.04,0.05,True
30,5,18,359,397,0,10,20,20,100,50,0.04,0.05,True
30,5,20,360,367,1,18,20,20,100,50,0.04,0.05,True
30,5,20,361,363,0,16,20,20,100,50,0.04,0.05,True
30,5,20,362,388,0,17,20,20,100,50,0.04,0.05,True
30,5,20,363,383,1,10,20,20,100,50,0.04,0.05,True
30,5,20,364,391,0,16,20,20,100,50,0.04,0.05,True
30,5,20,365,305,5,18,20,20,100,50,0.04,0.05,True
30,5,20,366,347,2,8,20,20,100,50,0.04,0.05,True
30,5,20,367,377,0,20,20,20,100,50,0.04,0.05,True
30,5,20,368,368,0,16,20,20,100,50,0.04,0.05,True
30,5,20,369,382,0,15,20,20,100,50,0.04,0.05,True
30,5,22,370,388,0,18,20,20,100,50,0.04,0.05,True
30,5,22,371,389,0,18,20,20,100,50,0.04,0.05,True
30,5,22,372,392,0,15,20,20,100,50,0.04,0.05,True
30,5,22,373,392,0,26,20,20,100,50,0.04,0.05,True
30,5,22,374,399,0,20,20,20,100,50,0.04,0.05,True
30,5,22,375,391,0,14,20,20,100,50,0.04,0.05,True
30,5,22,376,388,0,26,20,20,100,50,0.04,0.05,True
30,5,22,377,391,0,21,20,20,100,50,0.04,0.05,True
30,5,22,378,382,0,23,20,20,100,50,0.04,0.05,True
