grass_regrowth_time,sheep_gain_from_food,wolf_gain_from_food,Run,Grass Growth,Sheep,Wolves,height,width,initial_sheep,initial_wolves,sheep_reproduce,wolf_reproduce,grass
35,2,22,424,397,0,3,20,20,100,50,0.04,0.05,True
35,2,22,425,400,0,4,20,20,100,50,0.04,0.05,True
35,2,22,426,398,0,2,20,20,100,50,0.04,0.05,True
35,2,22,427,397,0,3,20,20,100,50,0.04,0.05,True
35,2,22,428,400,0,8,20,20,100,50,0.04,0.05,True
35,2,22,429,400,0,7,20,20,100,50,0.04,0.05,True
35,2,24,430,400,0,2,20,20,100,50,0.04,0.05,True
35,2,24,431,399,0,8,20,20,100,50,0.04,0.05,True
35,2,24,432,400,0,4,20,20,100,50,0.04,0.05,True
35,2,24,433,400,0,6,20,20,100,50,0.04,0.05,True
35,2,24,434,400,0,4,20,20,100,50,0.04,0.05,True
35,2,24,435,395,0,7,20,20,100,50,0.04,0.05,True
35,2,24,436,400,0,11,20,20,100,50,0.04,0.05,True
35,2,24,437,400,0,6,20,20,100,50,0.04,0.05,True
35,2,24,438,398,0,4,20,20,100,50,0.04,0.05,True
35,2,24,439,400,0,5,20,20,100,50,0.04,0.05,True
35,2,26,440,396,0,9,20,20,100,50,0.04,0.05,True
35,2,26,441,400,0,13,20,20,100,50,0.04,0.05,True
35,2,26,442,398,0,7,20,20,100,50,0.04,0.05,True
35,2,26,443,399,0,9,20,20,100,50,0.04,0.05,True
35,2,26,444,399,0,7,20,20,100,50,0.04,0.05,True
35,2,26,445,400,0,1,20,20,100,50,0.04,0.05,True
35,2,26,446,394,0,18,20,20,100,50,0.04,0.05,True
35,2,26,447,400,0,2,20,20,100,50,0.04,0.05,True
35,2,26,448,399,0,8,20,20,100,50,0.04,0.05,True
35,2,26,449,400,0,12,20,20,100,50,0.04,0.05,True
35,3,18,450,397,0,2,20,20,100,50,0.04,0.05,True
35,3,18,451,384,0,6,20,20,100,50,0.04,0.05,True
35,3,18,452,394,0,4,20,20,100,50,0.04,0.05,True
35,3,18,453,397,0,5,20,20,100,50,0.04,0.05,True
35,3,18,454,378,1,7,20,20,100,50,0.04,0.05,True
35,3,18,455,398,0,4,20,20,100,50,0.04,0.05,True
35,3,18,456,383,0,1,20,20,100,50,0.04,0.05,True
35,3,18,457,394,0,3,20,20,100,50,0.04,0.05,True
35,3,18,458,399,0,1,20,20,100,50,0.04,0.05,True
35,3,18,459,391,0,2,20,20,100,50,0.04,0.05,True
35,3,20,460,397,0,6,20,20,100,50,0.04,0.05,True
35,3,20,461,397,0,4,20,20,100,50,0.04,0.05,True
35,3,20,462,398,0,8,20,20,100,50,0.04,0.05,True
35,3,20,463,399,0,10,20,20,100,50,0.04,0.05,True
35,3,20,464,392,0,3,20,20,100,50,0.04,0.05,True
35,3,20,465,376,1,16,20,20,100,50,0.04,0.05,True
35,3,20,466,397,0,2,20,20,100,50,0.04,0.05,True
35,3,20,467,388,0,13,20,20,100,50,0.04,0.05,True
35,3,20,468,394,0,3,20,20,100,50,0.04,0.05,True
35,3,20,469,393,0,9,20,20,100,50,0.04,0.05,True
35,3,22,470,398,0,7,20,20,100,50,0.04,0.05,True
35,3,22,471,393,0,8,20,20,100,50,0.04,0.05,True
35,3,22,472,395,0,7,20,20,100,50,0.04,0.05,True
35,3,22,473,374,1,6,20,20,100,50,0.04,0.05,True
35,3,22,474,389,0,5,20,20,100,50,0.04,0.05,True
35,3,22,475,399,0,1,20,20,100,50,0.04,0.05,True
35,3,22,476,388,0,9,20,20,100,50,0.04,0.05,True
35,3,22,477,393,0,14,20,20,100,50,0.04,0.05,True
35,3,22,478,392,0,9,20,20,100,50,0.04,0.05,True
35,3,22,479,394,0,7,20,20,100,50,0.04,0.05,True
35,3,24,480,394,0,14,20,20,100,50,0.04,0.05,True
35,3,24,481,390,0,18,20,20,100,50,0.04,0.05,True
35,3,24,482,394,0,10,20,20,100,50,0.04,0.05,True
35,3,24,483,395,0,12,20,20,100,50,0.04,0.05,True
35,3,24,484,390,0,13,20,20,100,50,0.04,0.05,True
35,3,24,485,387,0,10,20,20,100,50,0.04,0.05,True
35,3,24,486,399,0,12,20,20,100,50,0.04,0.05,True
35,3,24,487,384,0,17,20,20,100,50,0.04,0.05,True
35,3,24,488,389,0,24,20,20,100,50,0.04,0.05,True
35,3,24,489,395,0,9,20,20,100,50,0.04,0.05,True
35,3,26,490,392,0,14,20,20,100,50,0.04,0.05,True
35,3,26,491,392,0,17,20,20,100,50,0.04,0.05,True
35,3,26,492,384,0,11,20,20,100,50,0.04,0.05,True
35,3,26,493,389,0,23,20,20,100,50,0.04,0.05,True
35,3,26,494,386,0,14,20,20,100,50,0.04,0.05,True
35,3,26,495,400,0,19,20,20,100,50,0.04,0.05,True
35,3,26,496,394,0,19,20,20,100,50,0.04,0.05,True
35,3,26,497,396,0,10,20,20,100,50,0.04,0.05,True
35,3,26,498,396,0,11,20,20,100,50,0.04,0.05,True
35,3,26,499,389,0,20,20,20,100,50,0.04,0.05,True
35,4,18,500,376,0,6,20,20,100,50,0.04,0.05,True
35,4,18,501,372,1,11,20,20,100,50,0.04,0.05,True
35,4,18,502,371,1,7,20,20,100,50,0.04,0.05,True
35,4,18,503,353,2,6,20,20,100,50,0.04,0.05,True
35,4,18,504,384,0,9,20,20,100,50,0.04,0.05,True
35,4,18,505,392,0,4,20,20,100,50,0.04,0.05,True
35,4,18,506,385,0,3,20,20,100,50,0.04,0.05,True
35,4,18,507,378,2,0,20,20,100,50,0.04,0.05,True
35,4,18,508,371,1,8,20,20,100,50,0.04,0.05,True
35,4,18,509,375,0,8,20,20,100,50,0.04,0.05,True
35,4,20,510,388,0,3,20,20,100,50,0.04,0.05,True
35,4,20,511,363,1,20,20,20,100,50,0.04,0.05,True
35,4,20,512,381,0,3,20,20,100,50,0.04,0.05,True
35,4,20,513,363,3,7,20,20,100,50,0.04,0.05,True
35,4,20,514,363,3,4,20,20,100,50,0.04,0.05,True
35,4,20,515,362,4,13,20,20,100,50,0.04,0.05,True
35,4,20,516,354,1,18,20,20,100,50,0.04,0.05,True
35,4,20,517,391,0,12,20,20,100,50,0.04,0.05,True
35,4,20,518,384,0,7,20,20,100,50,0.04,0.05,True
35,4,20,519,379,0,19,20,20,100,50,0.04,0.05,True
35,4,22,520,398,0,12,20,20,100,50,0.04,0.05,True
35,4,22,521,391,0,15,20,20,100,50,0.04,0.05,True
35,4,22,522,391,0,9,20,20,100,50,0.04,0.05,True
35,4,22,523,384,0,19,20,20,100,50,0.04,0.05,True
35,4,22,524,389,0,10,20,20,100,50,0.04,0.05,True
35,4,22,525,389,0,16,20,20,100,50,0.04,0.05,True
35,4,22,526,384,0,11,20,20,100,50,0.04,0.05,True
35,4,22,527,389,0,13,20,20,100,50,0.04,0.05,True
35,4,22,528,359,0,16,20,20,100,50,0.04,0.05,True
35,4,22,529,379,0,15,20,20,100,50,0.04,0.05,True
35,4,24,530,393,0,24,20,20,100,50,0.04,0.05,True
35,4,24,531,369,0,19,20,20,100,50,0.04,0.05,True
35,4,24,532,383,2,13,20,20,100,50,0.04,0.05,True
35,4,24,533,387,0,24,20,20,100,50,0.04,0.05,True
35,4,24,534,390,0,33,20,20,100,50,0.04,0.05,True
35,4,24,535,377,0,31,20,20,100,50,0.04,0.05,True
35,4,24,536,384,0,26,20,20,100,50,0.04,0.05,True
35,4,24,537,399,0,14,20,20,100,50,0.04,0.05,True
35,4,24,538,392,0,21,20,20,100,50,0.04,0.05,True
35,4,24,539,378,0,16,20,20,100,50,0.04,0.05,True
35,4,26,540,385,0,13,20,20,100,50,0.04,0.05,True
35,4,26,541,391,0,28,20,20,100,50,0.04,0.05,True
35,4,26,542,398,0,22,20,20,100,50,0.04,0.05,True
35,4,26,543,398,0,24,20,20,100,50,0.04,0.05,True
35,4,26,544,383,0,22,20,20,100,50,0.04,0.05,True
35,4,26,545,383,0,20,20,20,100,50,0.04,0.05,True
35,4,26,546,386,0,22,20,20,100,50,0.04,0.05,True
35,4,26,547,397,0,21,20,20,100,50,0.04,0.05,True
35,4,26,548,391,0,30,20,20,100,50,0.04,0.05,True
35,4,26,549,373,0,32,20,20,100,50,0.04,0.05,True
35,5,18,550,325,3,18,20,20,100,50,0.04,0.05,True
35,5,18,551,365,1,15,20,20,100,50,0.04,0.05,True
35,5,18,552,346,1,7,20,20,100,50,0.04,0.05,True
35,5,18,553,353,1,17,20,20,100,50,0.04,0.05,True
35,5,18,554,381,0,12,20,20,100,50,0.04,0.05,True
35,5,18,555,358,1,7,20,20,100,50,0.04,0.05,True
35,5,18,556,331,5,16,20,20,100,50,0.04,0.05,True
35,5,18,557,381,1,5,20,20,100,50,0.04,0.05,True
35,5,18,558,373,0,13,20,20,100,50,0.04,0.05,True
35,5,18,559,375,1,4,20,20,100,50,0.04,0.05,True
35,5,20,560,383,0,12,20,20,100,50,0.04,0.05,True
35,5,20,561,393,0,17,20,20,100,50,0.04,0.05,True
35,5,20,562,387,0,8,20,20,100,50,0.04,0.05,True
35,5,20,563,356,2,15,20,20,100,50,0.04,0.05,True
35,5,20,564,390,0,16,20,20,100,50,0.04,0.05,True
35,5,20,565,369,0,17,20,20,100,50,0.04,0.05,True
35,5,20,566,363,2,15,20,20,100,50,0.04,0.05,True
35,5,20,567,377,1,7,20,20,100,50,0.04,0.05,True
35,5,20,568,385,0,15,20,20,100,50,0.04,0.05,True
35,5,20,569,382,1,11,20,20,100,50,0.04,0.05,True
35,5,22,570,362,1,27,20,20,100,50,0.04,0.05,True
35,5,22,571,384,0,30,20,20,100,50,0.04,0.05,True
35,5,22,572,378,0,22,20,20,100,50,0.04,0.05,True
35,5,22,573,361,0,19,20,20,100,50,0.04,0.05,True
35,5,22,574,359,3,21,20,20,100,50,0.04,0.05,True
35,5,22,575,389,0,19,20,20,100,50,0.04,0.05,True
35,5,22,576,385,0,24,20,20,100,50,0.04,0.05,True
35,5,22,577,357,2,17,20,20,100,50,0.04,0.05,True
35,5,22,578,388,0,22,20,20,100,50,0.04,0.05,True
35,5,22,579,359,3,22,20,20,100,50,0.04,0.05,True
35,5,24,580,364,1,22,20,20,100,50,0.04,0.05,True
35,5,24,581,362,2,33,20,20,100,50,0.04,0.05,True
35,5,24,582,361,4,20,20,20,100,50,0.04,0.05,True
35,5,24,583,376,1,12,20,20,100,50,0.04,0.05,True
35,5,24,584,345,3,23,20,20,100,50,0.04,0.05,True
35,5,24,585,380,0,23,20,20,100,50,0.04,0.05,True
35,5,24,586,378,0,26,20,20,100,50,0.04,0.05,True
35,5,24,587,385,0,44,20,20,100,50,0.04,0.05,True
35,5,24,588,373,2,28,20,20,100,50,0.04,0.05,True
35,5,24,589,379,0,21,20,20,100,50,0.04,0.05,True
35,5,26,590,398,0,20,20,20,100,50,0.04,0.05,True
35,5,26,591,376,0,23,20,20,100,50,0.04,0.05,True
35,5,26,592,386,0,35,20,20,100,50,0.04,0.05,True
35,5,26,593,390,0,23,20,20,100,50,0.04,0.05,True
35,5,26,594,391,0,19,20,20,100,50,0.04,0.05,True
35,5,26,595,378,1,29,20,20,100,50,0.04,0.05,True
35,5,26,596,391,0,24,20,20,100,50,0.04,0.05,True
35,5,26,597,348,3,19,20,20,100,50,0.04,0.05,True
35,5,26,598,375,0,25,20,20,100,50,0.04,0.05,True
35,5,26,599,382,0,27,20,20,100,50,0.04,0.05,True
