Run Num,Grass Regrowth,Sheep Gain,Wolf Gain,Animal,Step Num,Count
511,35,4,20,Wolves,14,77
511,35,4,20,Sheep,14,13
511,35,4,20,Grass,14,129
512,35,4,20,Wolves,14,86
512,35,4,20,Sheep,14,8
512,35,4,20,Grass,14,124
513,35,4,20,Wolves,14,68
513,35,4,20,Sheep,14,13
513,35,4,20,Grass,14,104
514,35,4,20,Wolves,14,81
514,35,4,20,Sheep,14,10
514,35,4,20,Grass,14,116
515,35,4,20,Wolves,14,66
515,35,4,20,Sheep,14,20
515,35,4,20,Grass,14,106
516,35,4,20,Wolves,14,77
516,35,4,20,Sheep,14,11
516,35,4,20,Grass,14,117
517,35,4,20,Wolves,14,67
517,35,4,20,Sheep,14,12
517,35,4,20,Grass,14,116
518,35,4,20,Wolves,14,71
518,35,4,20,Sheep,14,12
518,35,4,20,Grass,14,126
519,35,4,20,Wolves,14,69
519,35,4,20,Sheep,14,7
519,35,4,20,Grass,14,128
520,35,4,22,Wolves,14,77
520,35,4,22,Sheep,14,9
520,35,4,22,Grass,14,113
521,35,4,22,Wolves,14,73
521,35,4,22,Sheep,14,20
521,35,4,22,Grass,14,110
522,35,4,22,Wolves,14,80
522,35,4,22,Sheep,14,15
522,35,4,22,Grass,14,125
523,35,4,22,Wolves,14,59
523,35,4,22,Sheep,14,10
523,35,4,22,Grass,14,123
524,35,4,22,Wolves,14,55
524,35,4,22,Sheep,14,22
524,35,4,22,Grass,14,104
525,35,4,22,Wolves,14,61
525,35,4,22,Sheep,14,11
525,35,4,22,Grass,14,95
526,35,4,22,Wolves,14,83
526,35,4,22,Sheep,14,10
526,35,4,22,Grass,14,118
527,35,4,22,Wolves,14,78
527,35,4,22,Sheep,14,11
527,35,4,22,Grass,14,122
528,35,4,22,Wolves,14,70
528,35,4,22,Sheep,14,12
528,35,4,22,Grass,14,103
529,35,4,22,Wolves,14,79
529,35,4,22,Sheep,14,10
529,35,4,22,Grass,14,117
530,35,4,24,Wolves,14,71
530,35,4,24,Sheep,14,16
530,35,4,24,Grass,14,110
531,35,4,24,Wolves,14,73
531,35,4,24,Sheep,14,6
531,35,4,24,Grass,14,115
532,35,4,24,Wolves,14,87
532,35,4,24,Sheep,14,12
532,35,4,24,Grass,14,130
533,35,4,24,Wolves,14,71
533,35,4,24,Sheep,14,12
533,35,4,24,Grass,14,116
534,35,4,24,Wolves,14,71
534,35,4,24,Sheep,14,12
534,35,4,24,Grass,14,105
535,35,4,24,Wolves,14,68
535,35,4,24,Sheep,14,21
535,35,4,24,Grass,14,113
536,35,4,24,Wolves,14,68
536,35,4,24,Sheep,14,11
536,35,4,24,Grass,14,116
537,35,4,24,Wolves,14,74
537,35,4,24,Sheep,14,14
537,35,4,24,Grass,14,103
538,35,4,24,Wolves,14,69
538,35,4,24,Sheep,14,13
538,35,4,24,Grass,14,111
539,35,4,24,Wolves,14,85
539,35,4,24,Sheep,14,19
539,35,4,24,Grass,14,106
540,35,4,26,Wolves,14,85
540,35,4,26,Sheep,14,12
540,35,4,26,Grass,14,99
541,35,4,26,Wolves,14,88
541,35,4,26,Sheep,14,9
541,35,4,26,Grass,14,140
542,35,4,26,Wolves,14,74
542,35,4,26,Sheep,14,10
542,35,4,26,Grass,14,115
543,35,4,26,Wolves,14,78
543,35,4,26,Sheep,14,7
543,35,4,26,Grass,14,122
544,35,4,26,Wolves,14,88
544,35,4,26,Sheep,14,14
544,35,4,26,Grass,14,105
545,35,4,26,Wolves,14,93
545,35,4,26,Sheep,14,7
545,35,4,26,Grass,14,142
546,35,4,26,Wolves,14,79
546,35,4,26,Sheep,14,10
546,35,4,26,Grass,14,123
547,35,4,26,Wolves,14,78
547,35,4,26,Sheep,14,9
547,35,4,26,Grass,14,106
548,35,4,26,Wolves,14,75
548,35,4,26,Sheep,14,12
548,35,4,26,Grass,14,101
549,35,4,26,Wolves,14,71
549,35,4,26,Sheep,14,7
549,35,4,26,Grass,14,139
550,35,5,18,Wolves,14,71
550,35,5,18,Sheep,14,17
550,35,5,18,Grass,14,111
551,35,5,18,Wolves,14,77
551,35,5,18,Sheep,14,21
551,35,5,18,Grass,14,116
552,35,5,18,Wolves,14,70
552,35,5,18,Sheep,14,18
552,35,5,18,Grass,14,95
553,35,5,18,Wolves,14,66
553,35,5,18,Sheep,14,21
553,35,5,18,Grass,14,123
554,35,5,18,Wolves,14,68
554,35,5,18,Sheep,14,22
554,35,5,18,Grass,14,104
555,35,5,18,Wolves,14,60
555,35,5,18,Sheep,14,10
555,35,5,18,Grass,14,136
556,35,5,18,Wolves,14,70
556,35,5,18,Sheep,14,11
556,35,5,18,Grass,14,136
557,35,5,18,Wolves,14,64
557,35,5,18,Sheep,14,19
557,35,5,18,Grass,14,83
558,35,5,18,Wolves,14,63
558,35,5,18,Sheep,14,16
558,35,5,18,Grass,14,100
559,35,5,18,Wolves,14,70
559,35,5,18,Sheep,14,18
559,35,5,18,Grass,14,115
560,35,5,20,Wolves,14,87
560,35,5,20,Sheep,14,13
560,35,5,20,Grass,14,114
561,35,5,20,Wolves,14,87
561,35,5,20,Sheep,14,13
561,35,5,20,Grass,14,119
562,35,5,20,Wolves,14,84
562,35,5,20,Sheep,14,14
562,35,5,20,Grass,14,89
563,35,5,20,Wolves,14,63
563,35,5,20,Sheep,14,24
563,35,5,20,Grass,14,99
564,35,5,20,Wolves,14,78
564,35,5,20,Sheep,14,20
564,35,5,20,Grass,14,107
565,35,5,20,Wolves,14,70
565,35,5,20,Sheep,14,16
565,35,5,20,Grass,14,98
566,35,5,20,Wolves,14,61
566,35,5,20,Sheep,14,17
566,35,5,20,Grass,14,133
567,35,5,20,Wolves,14,72
567,35,5,20,Sheep,14,14
567,35,5,20,Grass,14,108
568,35,5,20,Wolves,14,76
568,35,5,20,Sheep,14,7
568,35,5,20,Grass,14,117
569,35,5,20,Wolves,14,71
569,35,5,20,Sheep,14,18
569,35,5,20,Grass,14,108
570,35,5,22,Wolves,14,79
570,35,5,22,Sheep,14,15
570,35,5,22,Grass,14,102
571,35,5,22,Wolves,14,74
571,35,5,22,Sheep,14,26
571,35,5,22,Grass,14,114
572,35,5,22,Wolves,14,87
572,35,5,22,Sheep,14,9
572,35,5,22,Grass,14,119
573,35,5,22,Wolves,14,98
573,35,5,22,Sheep,14,10
573,35,5,22,Grass,14,104
574,35,5,22,Wolves,14,80
574,35,5,22,Sheep,14,9
574,35,5,22,Grass,14,115
575,35,5,22,Wolves,14,72
575,35,5,22,Sheep,14,23
575,35,5,22,Grass,14,98
576,35,5,22,Wolves,14,77
576,35,5,22,Sheep,14,17
576,35,5,22,Grass,14,118
577,35,5,22,Wolves,14,74
577,35,5,22,Sheep,14,17
577,35,5,22,Grass,14,115
578,35,5,22,Wolves,14,80
578,35,5,22,Sheep,14,17
578,35,5,22,Grass,14,102
579,35,5,22,Wolves,14,74
579,35,5,22,Sheep,14,18
579,35,5,22,Grass,14,97
580,35,5,24,Wolves,14,77
580,35,5,24,Sheep,14,12
580,35,5,24,Grass,14,118
581,35,5,24,Wolves,14,84
581,35,5,24,Sheep,14,10
581,35,5,24,Grass,14,113
582,35,5,24,Wolves,14,73
582,35,5,24,Sheep,14,11
582,35,5,24,Grass,14,111
583,35,5,24,Wolves,14,83
583,35,5,24,Sheep,14,18
583,35,5,24,Grass,14,106
584,35,5,24,Wolves,14,83
584,35,5,24,Sheep,14,8
584,35,5,24,Grass,14,101
585,35,5,24,Wolves,14,85
585,35,5,24,Sheep,14,16
585,35,5,24,Grass,14,107
586,35,5,24,Wolves,14,73
586,35,5,24,Sheep,14,14
586,35,5,24,Grass,14,103
587,35,5,24,Wolves,14,68
587,35,5,24,Sheep,14,16
587,35,5,24,Grass,14,109
588,35,5,24,Wolves,14,84
588,35,5,24,Sheep,14,15
588,35,5,24,Grass,14,119
589,35,5,24,Wolves,14,84
589,35,5,24,Sheep,14,16
589,35,5,24,Grass,14,98
590,35,5,26,Wolves,14,70
590,35,5,26,Sheep,14,19
590,35,5,26,Grass,14,131
591,35,5,26,Wolves,14,73
591,35,5,26,Sheep,14,10
591,35,5,26,Grass,14,111
592,35,5,26,Wolves,14,84
592,35,5,26,Sheep,14,16
592,35,5,26,Grass,14,108
593,35,5,26,Wolves,14,85
593,35,5,26,Sheep,14,14
593,35,5,26,Grass,14,84
594,35,5,26,Wolves,14,75
594,35,5,26,Sheep,14,13
594,35,5,26,Grass,14,100
595,35,5,26,Wolves,14,70
595,35,5,26,Sheep,14,21
595,35,5,26,Grass,14,95
596,35,5,26,Wolves,14,75
596,35,5,26,Sheep,14,11
596,35,5,26,Grass,14,139
597,35,5,26,Wolves,14,72
597,35,5,26,Sheep,14,13
597,35,5,26,Grass,14,118
598,35,5,26,Wolves,14,78
598,35,5,26,Sheep,14,8
598,35,5,26,Grass,14,126
599,35,5,26,Wolves,14,59
599,35,5,26,Sheep,14,23
599,35,5,26,Grass,14,97
0,25,2,18,Wolves,15,54
0,25,2,18,Sheep,15,2
0,25,2,18,Grass,15,188
1,25,2,18,Wolves,15,66
1,25,2,18,Sheep,15,0
1,25,2,18,Grass,15,182
2,25,2,18,Wolves,15,52
2,25,2,18,Sheep,15,1
2,25,2,18,Grass,15,197
3,25,2,18,Wolves,15,59
3,25,2,18,Sheep,15,2
3,25,2,18,Grass,15,170
4,25,2,18,Wolves,15,68
4,25,2,18,Sheep,15,2
4,25,2,18,Grass,15,174
5,25,2,18,Wolves,15,57
5,25,2,18,Sheep,15,2
5,25,2,18,Grass,15,179
6,25,2,18,Wolves,15,65
6,25,2,18,Sheep,15,1
6,25,2,18,Grass,15,179
7,25,2,18,Wolves,15,59
7,25,2,18,Sheep,15,0
7,25,2,18,Grass,15,212
8,25,2,18,Wolves,15,57
8,25,2,18,Sheep,15,1
8,25,2,18,Grass,15,198
9,25,2,18,Wolves,15,65
9,25,2,18,Sheep,15,0
9,25,2,18,Grass,15,184
10,25,2,20,Wolves,15,65
10,25,2,20,Sheep,15,3
10,25,2,20,Grass,15,162
11,25,2,20,Wolves,15,58
11,25,2,20,Sheep,15,1
11,25,2,20,Grass,15,203
12,25,2,20,Wolves,15,60
12,25,2,20,Sheep,15,1
12,25,2,20,Grass,15,207
13,25,2,20,Wolves,15,60
13,25,2,20,Sheep,15,2
13,25,2,20,Grass,15,175
14,25,2,20,Wolves,15,69
14,25,2,20,Sheep,15,1
14,25,2,20,Grass,15,167
15,25,2,20,Wolves,15,53
15,25,2,20,Sheep,15,1
15,25,2,20,Grass,15,200
16,25,2,20,Wolves,15,68
16,25,2,20,Sheep,15,1
16,25,2,20,Grass,15,204
17,25,2,20,Wolves,15,52
17,25,2,20,Sheep,15,0
17,25,2,20,Grass,15,201
18,25,2,20,Wolves,15,67
18,25,2,20,Sheep,15,3
18,25,2,20,Grass,15,191
19,25,2,20,Wolves,15,70
19,25,2,20,Sheep,15,1
19,25,2,20,Grass,15,173
20,25,2,22,Wolves,15,74
20,25,2,22,Sheep,15,1
20,25,2,22,Grass,15,179
21,25,2,22,Wolves,15,64
21,25,2,22,Sheep,15,2
21,25,2,22,Grass,15,215
22,25,2,22,Wolves,15,70
22,25,2,22,Sheep,15,0
22,25,2,22,Grass,15,194
23,25,2,22,Wolves,15,74
23,25,2,22,Sheep,15,0
23,25,2,22,Grass,15,208
24,25,2,22,Wolves,15,62
24,25,2,22,Sheep,15,2
24,25,2,22,Grass,15,189
25,25,2,22,Wolves,15,66
25,25,2,22,Sheep,15,3
25,25,2,22,Grass,15,178
26,25,2,22,Wolves,15,72
26,25,2,22,Sheep,15,2
26,25,2,22,Grass,15,178
27,25,2,22,Wolves,15,81
27,25,2,22,Sheep,15,1
27,25,2,22,Grass,15,178
28,25,2,22,Wolves,15,58
28,25,2,22,Sheep,15,2
28,25,2,22,Grass,15,156
29,25,2,22,Wolves,15,77
29,25,2,22,Sheep,15,2
29,25,2,22,Grass,15,178
30,25,2,24,Wolves,15,76
30,25,2,24,Sheep,15,1
30,25,2,24,Grass,15,182
31,25,2,24,Wolves,15,73
31,25,2,24,Sheep,15,2
31,25,2,24,Grass,15,194
32,25,2,24,Wolves,15,86
32,25,2,24,Sheep,15,0
32,25,2,24,Grass,15,171
33,25,2,24,Wolves,15,62
33,25,2,24,Sheep,15,2
33,25,2,24,Grass,15,168
34,25,2,24,Wolves,15,82
34,25,2,24,Sheep,15,1
34,25,2,24,Grass,15,172
35,25,2,24,Wolves,15,76
35,25,2,24,Sheep,15,2
35,25,2,24,Grass,15,196
36,25,2,24,Wolves,15,70
36,25,2,24,Sheep,15,0
36,25,2,24,Grass,15,212
37,25,2,24,Wolves,15,66
37,25,2,24,Sheep,15,1
37,25,2,24,Grass,15,182
38,25,2,24,Wolves,15,75
38,25,2,24,Sheep,15,4
38,25,2,24,Grass,15,184
39,25,2,24,Wolves,15,72
39,25,2,24,Sheep,15,1
39,25,2,24,Grass,15,182
40,25,2,26,Wolves,15,75
40,25,2,26,Sheep,15,1
40,25,2,26,Grass,15,181
41,25,2,26,Wolves,15,63
41,25,2,26,Sheep,15,1
41,25,2,26,Grass,15,195
42,25,2,26,Wolves,15,68
42,25,2,26,Sheep,15,0
42,25,2,26,Grass,15,193
43,25,2,26,Wolves,15,74
43,25,2,26,Sheep,15,0
43,25,2,26,Grass,15,185
44,25,2,26,Wolves,15,65
44,25,2,26,Sheep,15,0
44,25,2,26,Grass,15,188
45,25,2,26,Wolves,15,68
45,25,2,26,Sheep,15,0
45,25,2,26,Grass,15,195
46,25,2,26,Wolves,15,70
46,25,2,26,Sheep,15,1
46,25,2,26,Grass,15,174
47,25,2,26,Wolves,15,74
47,25,2,26,Sheep,15,2
47,25,2,26,Grass,15,197
48,25,2,26,Wolves,15,70
48,25,2,26,Sheep,15,1
48,25,2,26,Grass,15,183
49,25,2,26,Wolves,15,77
49,25,2,26,Sheep,15,0
49,25,2,26,Grass,15,196
50,25,3,18,Wolves,15,78
50,25,3,18,Sheep,15,4
50,25,3,18,Grass,15,157
51,25,3,18,Wolves,15,60
51,25,3,18,Sheep,15,11
51,25,3,18,Grass,15,141
52,25,3,18,Wolves,15,67
52,25,3,18,Sheep,15,4
52,25,3,18,Grass,15,163
53,25,3,18,Wolves,15,54
53,25,3,18,Sheep,15,11
53,25,3,18,Grass,15,158
54,25,3,18,Wolves,15,74
54,25,3,18,Sheep,15,4
54,25,3,18,Grass,15,154
55,25,3,18,Wolves,15,58
55,25,3,18,Sheep,15,7
55,25,3,18,Grass,15,147
56,25,3,18,Wolves,15,69
56,25,3,18,Sheep,15,5
56,25,3,18,Grass,15,149
57,25,3,18,Wolves,15,69
57,25,3,18,Sheep,15,4
57,25,3,18,Grass,15,165
58,25,3,18,Wolves,15,59
58,25,3,18,Sheep,15,7
58,25,3,18,Grass,15,135
59,25,3,18,Wolves,15,66
59,25,3,18,Sheep,15,4
59,25,3,18,Grass,15,153
60,25,3,20,Wolves,15,70
60,25,3,20,Sheep,15,9
60,25,3,20,Grass,15,153
61,25,3,20,Wolves,15,82
61,25,3,20,Sheep,15,1
61,25,3,20,Grass,15,171
62,25,3,20,Wolves,15,60
62,25,3,20,Sheep,15,7
62,25,3,20,Grass,15,146
63,25,3,20,Wolves,15,71
63,25,3,20,Sheep,15,4
63,25,3,20,Grass,15,163
64,25,3,20,Wolves,15,62
64,25,3,20,Sheep,15,9
64,25,3,20,Grass,15,140
65,25,3,20,Wolves,15,59
65,25,3,20,Sheep,15,7
65,25,3,20,Grass,15,170
66,25,3,20,Wolves,15,79
66,25,3,20,Sheep,15,7
66,25,3,20,Grass,15,165
67,25,3,20,Wolves,15,64
67,25,3,20,Sheep,15,5
67,25,3,20,Grass,15,158
68,25,3,20,Wolves,15,83
68,25,3,20,Sheep,15,6
68,25,3,20,Grass,15,158
69,25,3,20,Wolves,15,80
69,25,3,20,Sheep,15,4
69,25,3,20,Grass,15,166
70,25,3,22,Wolves,15,65
70,25,3,22,Sheep,15,2
70,25,3,22,Grass,15,159
71,25,3,22,Wolves,15,69
71,25,3,22,Sheep,15,4
71,25,3,22,Grass,15,149
72,25,3,22,Wolves,15,75
72,25,3,22,Sheep,15,8
72,25,3,22,Grass,15,153
73,25,3,22,Wolves,15,68
73,25,3,22,Sheep,15,8
73,25,3,22,Grass,15,133
74,25,3,22,Wolves,15,75
74,25,3,22,Sheep,15,3
74,25,3,22,Grass,15,153
75,25,3,22,Wolves,15,72
75,25,3,22,Sheep,15,5
75,25,3,22,Grass,15,176
76,25,3,22,Wolves,15,68
76,25,3,22,Sheep,15,7
76,25,3,22,Grass,15,138
77,25,3,22,Wolves,15,77
77,25,3,22,Sheep,15,8
77,25,3,22,Grass,15,149
78,25,3,22,Wolves,15,70
78,25,3,22,Sheep,15,7
78,25,3,22,Grass,15,171
79,25,3,22,Wolves,15,75
79,25,3,22,Sheep,15,7
79,25,3,22,Grass,15,150
80,25,3,24,Wolves,15,75
80,25,3,24,Sheep,15,5
80,25,3,24,Grass,15,145
81,25,3,24,Wolves,15,88
81,25,3,24,Sheep,15,3
81,25,3,24,Grass,15,166
82,25,3,24,Wolves,15,73
82,25,3,24,Sheep,15,6
82,25,3,24,Grass,15,150
83,25,3,24,Wolves,15,82
83,25,3,24,Sheep,15,10
83,25,3,24,Grass,15,156
84,25,3,24,Wolves,15,82
84,25,3,24,Sheep,15,7
84,25,3,24,Grass,15,160
85,25,3,24,Wolves,15,74
85,25,3,24,Sheep,15,8
85,25,3,24,Grass,15,141
86,25,3,24,Wolves,15,77
86,25,3,24,Sheep,15,7
86,25,3,24,Grass,15,160
87,25,3,24,Wolves,15,83
87,25,3,24,Sheep,15,12
87,25,3,24,Grass,15,152
88,25,3,24,Wolves,15,78
88,25,3,24,Sheep,15,1
88,25,3,24,Grass,15,176
89,25,3,24,Wolves,15,69
89,25,3,24,Sheep,15,4
89,25,3,24,Grass,15,173
90,25,3,26,Wolves,15,83
90,25,3,26,Sheep,15,3
90,25,3,26,Grass,15,155
91,25,3,26,Wolves,15,88
91,25,3,26,Sheep,15,6
91,25,3,26,Grass,15,158
92,25,3,26,Wolves,15,77
92,25,3,26,Sheep,15,5
92,25,3,26,Grass,15,176
93,25,3,26,Wolves,15,84
93,25,3,26,Sheep,15,3
93,25,3,26,Grass,15,184
94,25,3,26,Wolves,15,80
94,25,3,26,Sheep,15,7
94,25,3,26,Grass,15,155
95,25,3,26,Wolves,15,66
95,25,3,26,Sheep,15,8
95,25,3,26,Grass,15,153
96,25,3,26,Wolves,15,69
96,25,3,26,Sheep,15,2
96,25,3,26,Grass,15,175
97,25,3,26,Wolves,15,78
97,25,3,26,Sheep,15,4
97,25,3,26,Grass,15,171
98,25,3,26,Wolves,15,71
98,25,3,26,Sheep,15,4
98,25,3,26,Grass,15,166
99,25,3,26,Wolves,15,83
99,25,3,26,Sheep,15,1
99,25,3,26,Grass,15,172
100,25,4,18,Wolves,15,70
100,25,4,18,Sheep,15,14
100,25,4,18,Grass,15,108
101,25,4,18,Wolves,15,76
101,25,4,18,Sheep,15,14
101,25,4,18,Grass,15,132
102,25,4,18,Wolves,15,75
102,25,4,18,Sheep,15,11
102,25,4,18,Grass,15,156
103,25,4,18,Wolves,15,79
103,25,4,18,Sheep,15,10
103,25,4,18,Grass,15,155
104,25,4,18,Wolves,15,82
104,25,4,18,Sheep,15,9
104,25,4,18,Grass,15,132
105,25,4,18,Wolves,15,60
105,25,4,18,Sheep,15,10
105,25,4,18,Grass,15,153
106,25,4,18,Wolves,15,75
106,25,4,18,Sheep,15,8
106,25,4,18,Grass,15,138
107,25,4,18,Wolves,15,82
107,25,4,18,Sheep,15,7
107,25,4,18,Grass,15,146
108,25,4,18,Wolves,15,57
108,25,4,18,Sheep,15,12
108,25,4,18,Grass,15,146
109,25,4,18,Wolves,15,64
109,25,4,18,Sheep,15,7
109,25,4,18,Grass,15,136
110,25,4,20,Wolves,15,70
110,25,4,20,Sheep,15,11
110,25,4,20,Grass,15,171
111,25,4,20,Wolves,15,85
111,25,4,20,Sheep,15,15
111,25,4,20,Grass,15,113
112,25,4,20,Wolves,15,78
112,25,4,20,Sheep,15,8
112,25,4,20,Grass,15,141
113,25,4,20,Wolves,15,72
113,25,4,20,Sheep,15,11
113,25,4,20,Grass,15,150
114,25,4,20,Wolves,15,86
114,25,4,20,Sheep,15,12
114,25,4,20,Grass,15,141
115,25,4,20,Wolves,15,64
115,25,4,20,Sheep,15,17
115,25,4,20,Grass,15,127
116,25,4,20,Wolves,15,70
116,25,4,20,Sheep,15,11
116,25,4,20,Grass,15,129
117,25,4,20,Wolves,15,52
117,25,4,20,Sheep,15,15
117,25,4,20,Grass,15,111
118,25,4,20,Wolves,15,69
118,25,4,20,Sheep,15,6
118,25,4,20,Grass,15,146
119,25,4,20,Wolves,15,74
119,25,4,20,Sheep,15,20
119,25,4,20,Grass,15,132
120,25,4,22,Wolves,15,90
120,25,4,22,Sheep,15,8
120,25,4,22,Grass,15,159
121,25,4,22,Wolves,15,84
121,25,4,22,Sheep,15,6
121,25,4,22,Grass,15,141
122,25,4,22,Wolves,15,77
122,25,4,22,Sheep,15,8
122,25,4,22,Grass,15,146
123,25,4,22,Wolves,15,75
123,25,4,22,Sheep,15,15
123,25,4,22,Grass,15,114
124,25,4,22,Wolves,15,78
124,25,4,22,Sheep,15,11
124,25,4,22,Grass,15,158
125,25,4,22,Wolves,15,72
125,25,4,22,Sheep,15,19
125,25,4,22,Grass,15,135
126,25,4,22,Wolves,15,68
126,25,4,22,Sheep,15,18
126,25,4,22,Grass,15,124
127,25,4,22,Wolves,15,73
127,25,4,22,Sheep,15,4
127,25,4,22,Grass,15,167
128,25,4,22,Wolves,15,91
128,25,4,22,Sheep,15,12
128,25,4,22,Grass,15,127
129,25,4,22,Wolves,15,83
129,25,4,22,Sheep,15,12
129,25,4,22,Grass,15,141
130,25,4,24,Wolves,15,73
130,25,4,24,Sheep,15,15
130,25,4,24,Grass,15,138
131,25,4,24,Wolves,15,62
131,25,4,24,Sheep,15,7
131,25,4,24,Grass,15,138
132,25,4,24,Wolves,15,81
132,25,4,24,Sheep,15,9
132,25,4,24,Grass,15,156
133,25,4,24,Wolves,15,81
133,25,4,24,Sheep,15,8
133,25,4,24,Grass,15,156
134,25,4,24,Wolves,15,72
134,25,4,24,Sheep,15,10
134,25,4,24,Grass,15,111
135,25,4,24,Wolves,15,70
135,25,4,24,Sheep,15,17
135,25,4,24,Grass,15,111
136,25,4,24,Wolves,15,72
136,25,4,24,Sheep,15,15
136,25,4,24,Grass,15,138
137,25,4,24,Wolves,15,88
137,25,4,24,Sheep,15,13
137,25,4,24,Grass,15,148
138,25,4,24,Wolves,15,85
138,25,4,24,Sheep,15,9
138,25,4,24,Grass,15,150
139,25,4,24,Wolves,15,69
139,25,4,24,Sheep,15,12
139,25,4,24,Grass,15,131
140,25,4,26,Wolves,15,79
140,25,4,26,Sheep,15,12
140,25,4,26,Grass,15,123
141,25,4,26,Wolves,15,86
141,25,4,26,Sheep,15,12
141,25,4,26,Grass,15,133
142,25,4,26,Wolves,15,79
142,25,4,26,Sheep,15,10
142,25,4,26,Grass,15,145
143,25,4,26,Wolves,15,80
143,25,4,26,Sheep,15,9
143,25,4,26,Grass,15,138
144,25,4,26,Wolves,15,75
144,25,4,26,Sheep,15,9
144,25,4,26,Grass,15,144
145,25,4,26,Wolves,15,84
145,25,4,26,Sheep,15,12
145,25,4,26,Grass,15,136
146,25,4,26,Wolves,15,85
146,25,4,26,Sheep,15,8
146,25,4,26,Grass,15,137
147,25,4,26,Wolves,15,87
147,25,4,26,Sheep,15,16
147,25,4,26,Grass,15,135
148,25,4,26,Wolves,15,66
148,25,4,26,Sheep,15,16
148,25,4,26,Grass,15,134
149,25,4,26,Wolves,15,78
149,25,4,26,Sheep,15,16
149,25,4,26,Grass,15,134
150,25,5,18,Wolves,15,85
150,25,5,18,Sheep,15,14
150,25,5,18,Grass,15,131
151,25,5,18,Wolves,15,56
151,25,5,18,Sheep,15,16
151,25,5,18,Grass,15,128
152,25,5,18,Wolves,15,75
152,25,5,18,Sheep,15,9
152,25,5,18,Grass,15,148
153,25,5,18,Wolves,15,66
153,25,5,18,Sheep,15,19
153,25,5,18,Grass,15,129
154,25,5,18,Wolves,15,64
154,25,5,18,Sheep,15,8
154,25,5,18,Grass,15,137
155,25,5,18,Wolves,15,65
155,25,5,18,Sheep,15,19
155,25,5,18,Grass,15,123
156,25,5,18,Wolves,15,69
156,25,5,18,Sheep,15,24
156,25,5,18,Grass,15,122
157,25,5,18,Wolves,15,83
157,25,5,18,Sheep,15,18
157,25,5,18,Grass,15,148
158,25,5,18,Wolves,15,83
158,25,5,18,Sheep,15,12
158,25,5,18,Grass,15,159
159,25,5,18,Wolves,15,71
159,25,5,18,Sheep,15,21
159,25,5,18,Grass,15,99
160,25,5,20,Wolves,15,63
160,25,5,20,Sheep,15,30
160,25,5,20,Grass,15,111
161,25,5,20,Wolves,15,64
161,25,5,20,Sheep,15,15
161,25,5,20,Grass,15,137
162,25,5,20,Wolves,15,73
162,25,5,20,Sheep,15,12
162,25,5,20,Grass,15,141
163,25,5,20,Wolves,15,69
163,25,5,20,Sheep,15,10
163,25,5,20,Grass,15,142
164,25,5,20,Wolves,15,73
164,25,5,20,Sheep,15,14
164,25,5,20,Grass,15,137
165,25,5,20,Wolves,15,57
165,25,5,20,Sheep,15,21
165,25,5,20,Grass,15,125
166,25,5,20,Wolves,15,80
166,25,5,20,Sheep,15,16
166,25,5,20,Grass,15,132
167,25,5,20,Wolves,15,61
167,25,5,20,Sheep,15,13
167,25,5,20,Grass,15,144
168,25,5,20,Wolves,15,66
168,25,5,20,Sheep,15,10
168,25,5,20,Grass,15,137
169,25,5,20,Wolves,15,81
169,25,5,20,Sheep,15,13
169,25,5,20,Grass,15,120
170,25,5,22,Wolves,15,71
170,25,5,22,Sheep,15,25
170,25,5,22,Grass,15,131
171,25,5,22,Wolves,15,95
171,25,5,22,Sheep,15,14
171,25,5,22,Grass,15,155
172,25,5,22,Wolves,15,86
172,25,5,22,Sheep,15,10
172,25,5,22,Grass,15,145
173,25,5,22,Wolves,15,94
173,25,5,22,Sheep,15,14
173,25,5,22,Grass,15,137
174,25,5,22,Wolves,15,92
174,25,5,22,Sheep,15,15
174,25,5,22,Grass,15,117
175,25,5,22,Wolves,15,71
175,25,5,22,Sheep,15,19
175,25,5,22,Grass,15,148
176,25,5,22,Wolves,15,86
176,25,5,22,Sheep,15,8
176,25,5,22,Grass,15,138
177,25,5,22,Wolves,15,77
177,25,5,22,Sheep,15,23
177,25,5,22,Grass,15,112
178,25,5,22,Wolves,15,67
178,25,5,22,Sheep,15,17
178,25,5,22,Grass,15,119
179,25,5,22,Wolves,15,65
179,25,5,22,Sheep,15,16
179,25,5,22,Grass,15,126
180,25,5,24,Wolves,15,86
180,25,5,24,Sheep,15,13
180,25,5,24,Grass,15,141
181,25,5,24,Wolves,15,78
181,25,5,24,Sheep,15,13
181,25,5,24,Grass,15,101
182,25,5,24,Wolves,15,73
182,25,5,24,Sheep,15,18
182,25,5,24,Grass,15,145
183,25,5,24,Wolves,15,99
183,25,5,24,Sheep,15,9
183,25,5,24,Grass,15,143
184,25,5,24,Wolves,15,78
184,25,5,24,Sheep,15,13
184,25,5,24,Grass,15,139
185,25,5,24,Wolves,15,75
185,25,5,24,Sheep,15,15
185,25,5,24,Grass,15,115
186,25,5,24,Wolves,15,94
186,25,5,24,Sheep,15,14
186,25,5,24,Grass,15,124
187,25,5,24,Wolves,15,85
187,25,5,24,Sheep,15,6
187,25,5,24,Grass,15,162
188,25,5,24,Wolves,15,76
188,25,5,24,Sheep,15,12
188,25,5,24,Grass,15,133
189,25,5,24,Wolves,15,73
189,25,5,24,Sheep,15,27
189,25,5,24,Grass,15,105
